,Player,Age,W,L,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,PF,FP,DD2,TD3,+/-,DEF_RTG,DREB%,T_DREB%,STL,T_STL%,BLK,T_BLK%,OP_TOV,OP_2NDPTS,OP_PAINT,DEF_WS,USG%,T_FGM%,T_FGA%,T_3PM%,T_3PA%,T_FTM%,T_FTA%,T_OREB%,T_REB%,T_AST%,T_TOV%,T_BLKA%,T_PF%,T_PFD%,T_PTS%,FGA_2P%,FGA_3P%,2PT%,2PT_MR%,3PT%,FBPTS%,OFFTOV%,PAINTPTS%,AST_2FGM%,UAST_2FGM%,AST_3FGM%,UAST_3FGM%,FGM_AST%,FGM_UAST%,PTS_TOV,2ND_CH_PTS,FB_PTS,PAINT_PTS,OPP_PTS_TOV,OPP_2ND_PTS,OPP_FBPTS,OPP_PAINT_PTS,BLKA,PFD,Minutes,BSR Off.,BSR Def.,BSR Total,OOR Off.,OOR Def.,OOR Total,OVR Off.,OVR Def.,OVR total,WAR,salary,def_kmean
253,Josh Okogie,21.0,10.0,6.0,24.4,2.8,6.2,44.4,0.6,2.4,26.3,2.6,3.4,74.5,1.5,3.8,5.3,1.9,1.5,2.2,21.0,0.0,0.0,1.4,3.8,21.0,1.1,22.5,0.4,12.0,8.9,7.9,7.0,22.1,0.13,14.7,14.2,13.3,9.6,11.5,24.8,24.3,23.8,21.7,17.2,17.1,27.3,20.7,21.3,15.7,61.6,38.4,48.9,1.4,21.6,12.2,17.3,47.5,47.1,52.9,100.0,0.0,59.1,40.9,1.5,1.3,1.1,4.1,8.9,7.9,7.0,22.1,0.8,2.7,391.0,-1.7,2.0,0.3,-5.7,7.3,1.7,-2.5,3.1,0.6,0.7,"$2,530,680",2
261,Derrick Favors,28.0,2.0,7.0,21.0,4.0,6.4,62.1,0.1,0.2,50.0,0.2,0.7,33.3,3.4,5.4,8.9,2.1,1.6,2.3,23.6,3.0,0.0,-1.6,5.4,37.1,0.6,13.9,0.4,23.5,9.6,7.0,9.1,24.4,0.018000000000000002,15.1,20.5,15.2,1.6,1.2,3.8,8.0,54.4,42.3,17.6,19.7,38.9,27.3,13.0,16.0,96.6,3.4,93.3,2.7,4.0,5.3,16.0,90.7,74.3,25.7,100.0,0.0,75.0,25.0,1.3,2.0,0.4,7.6,9.6,7.0,9.1,24.4,0.8,1.1,189.0,-0.0,-2.4,-2.4,2.6,-2.3,0.3,0.4,-2.4,-2.0,0.1,"$17,650,000",2
262,Draymond Green,29.0,3.0,9.0,28.3,3.1,7.9,38.9,0.8,2.8,27.3,1.4,1.9,73.9,0.5,6.3,6.8,5.5,2.0,2.4,28.2,3.0,1.0,-8.3,6.3,29.3,1.3,33.3,0.6,24.1,11.2,8.2,7.7,27.8,0.01,15.8,13.6,15.2,13.8,16.1,13.1,14.0,8.6,24.8,34.2,22.6,11.8,19.1,20.9,13.5,65.3,34.7,56.0,6.0,27.0,10.0,11.0,50.0,78.6,21.4,100.0,0.0,83.8,16.2,0.9,0.3,0.8,4.2,11.2,8.2,7.7,27.8,0.3,2.4,320.0,-2.2,-1.0,-3.3,-0.9,-0.5,-1.5,-2.1,-0.9,-3.0,-0.0,"$18,539,130",2
268,Elfrid Payton,25.0,1.0,3.0,25.4,2.8,7.3,37.9,1.3,2.0,62.5,1.3,1.5,83.3,0.8,2.3,3.0,3.8,1.8,2.0,23.0,0.0,0.0,0.8,2.3,12.7,2.5,37.0,0.0,0.0,11.8,6.8,12.0,20.0,0.067,15.0,12.0,15.1,25.0,17.8,12.2,10.2,8.8,11.4,35.7,17.5,14.3,14.5,7.5,13.1,72.4,27.6,37.5,6.3,46.9,12.5,40.6,31.3,16.7,83.3,80.0,20.0,45.5,54.5,3.3,0.8,1.0,2.5,11.8,6.8,12.0,20.0,0.5,1.0,102.0,-1.6,0.3,-1.3,6.0,4.3,10.3,-0.3,1.1,0.9,0.2,"$8,000,000",2
271,DeAndre' Bembry,25.0,4.0,16.0,25.9,3.3,6.4,51.6,0.4,1.4,28.6,0.9,1.9,48.6,1.0,3.6,4.6,2.9,1.7,2.3,21.7,2.0,0.0,-7.8,3.6,20.2,1.5,30.6,0.4,16.3,11.9,8.0,7.4,24.1,0.043,13.9,16.0,13.7,8.4,8.5,9.1,13.8,18.2,19.7,22.7,16.0,13.6,17.8,15.4,14.1,78.1,21.9,73.4,0.0,15.2,20.3,24.7,73.4,60.3,39.7,100.0,0.0,65.2,34.8,2.0,1.0,1.6,5.8,11.9,8.0,7.4,24.1,0.6,1.7,454.0,-0.9,0.4,-0.5,-8.2,3.1,-5.1,-2.3,1.0,-1.3,0.3,"$2,603,982",2
282,DeAndre Jordan,31.0,8.0,8.0,21.4,3.1,4.7,66.7,0.0,0.0,0.0,1.3,2.1,63.6,2.3,7.0,9.3,2.0,1.0,2.1,25.4,3.0,0.0,-3.9,7.0,43.4,0.4,15.2,1.1,56.3,9.9,5.9,5.8,20.8,0.049,12.5,18.2,12.1,0.0,0.0,15.9,18.6,54.5,45.7,20.1,12.3,13.5,20.7,25.4,15.9,100.0,0.0,82.6,0.0,0.0,0.0,14.9,82.6,80.0,20.0,0.0,0.0,80.0,20.0,1.1,2.4,0.0,6.3,9.9,5.9,5.8,20.8,0.3,2.7,319.0,-0.1,0.3,0.2,-5.1,-1.6,-6.6,-1.0,0.0,-1.0,0.3,"$9,881,598",2
286,Patrick Beverley,31.0,13.0,5.0,30.1,2.8,7.6,36.5,1.2,4.5,27.2,0.7,1.2,61.9,1.3,5.0,6.3,3.3,1.6,3.8,24.7,2.0,0.0,3.8,5.0,22.3,1.4,25.5,0.7,20.3,10.3,6.3,8.3,25.2,0.145,13.1,11.2,13.6,16.8,21.0,6.0,7.7,16.8,20.8,23.2,15.6,6.7,26.1,14.5,10.9,40.9,59.1,41.5,1.5,48.9,7.4,18.5,40.0,35.7,64.3,100.0,0.0,64.0,36.0,1.4,0.6,0.6,3.0,10.3,6.3,8.3,25.2,0.2,2.2,507.0,-2.1,3.7,1.5,-0.3,4.7,4.4,-1.9,4.0,2.1,1.2,"$12,345,679",2
287,Bruce Brown,23.0,6.0,13.0,27.1,3.0,7.0,42.9,0.5,1.6,33.3,0.9,1.7,54.5,0.8,3.2,4.0,3.7,1.9,2.9,20.6,0.0,0.0,-2.4,3.2,17.0,1.1,26.0,0.5,17.2,11.0,8.5,6.6,27.9,0.054000000000000006,15.6,13.7,14.8,8.3,9.5,10.5,14.7,15.5,16.7,26.4,21.6,28.8,25.9,13.6,12.7,77.4,22.6,66.2,1.4,21.1,17.6,17.6,64.8,34.0,66.0,100.0,0.0,45.6,54.4,1.3,0.4,1.3,4.8,11.0,8.5,6.6,27.9,0.8,1.5,489.0,-4.4,3.1,-1.3,-3.6,-1.7,-5.3,-4.5,2.4,-2.1,0.2,"$1,416,852",2
288,Willie Cauley-Stein,26.0,3.0,14.0,22.5,3.4,6.2,54.3,0.0,0.0,0.0,0.8,1.0,76.5,1.3,4.9,6.2,1.6,0.9,2.9,23.0,0.0,0.0,-5.9,4.9,31.6,1.1,27.7,1.1,46.3,8.1,7.7,5.0,21.5,0.027000000000000003,14.5,18.9,15.3,0.0,0.0,9.3,9.8,36.7,32.5,14.3,15.8,21.3,30.8,11.2,15.7,100.0,0.0,89.8,4.7,0.0,17.3,19.7,85.0,78.9,21.1,0.0,0.0,78.9,21.1,1.5,1.1,1.3,6.4,8.1,7.7,5.0,21.5,0.6,1.0,359.0,-4.7,3.4,-1.3,-2.0,0.3,-1.6,-4.4,3.1,-1.3,0.3,"$2,177,483",2
327,Marc Gasol,34.0,14.0,4.0,28.6,1.9,6.1,30.9,1.1,3.2,35.1,0.9,1.2,81.0,0.7,5.9,6.6,3.3,1.3,3.2,21.8,2.0,0.0,6.5,5.9,26.9,0.5,10.6,0.9,37.0,10.5,7.3,6.4,23.4,0.14300000000000002,12.0,7.9,12.0,12.1,14.5,9.9,9.9,16.5,25.2,21.5,14.8,7.0,27.3,17.4,8.8,48.2,51.8,26.7,0.0,57.1,5.7,17.1,26.7,78.6,21.4,100.0,0.0,91.2,8.8,1.0,0.3,0.3,1.6,10.5,7.3,6.4,23.4,0.3,2.1,483.0,-3.4,2.2,-1.2,3.0,1.6,4.6,-2.4,2.1,-0.2,0.6,"$25,595,700",2
